hue_mean,hue_std,saturation_mean,saturation_std,value_mean,value_std,num_lines,has_circle,Path,ClassId
77.5901,74.89583754782372,87.5351,76.63459380717039,16.0337,17.25443028065546,0.0,0.0,1_00015_00000.png,1
71.8692,73.13439608939149,91.1982,74.63132128510121,16.4933,17.784649423308856,0.0,0.0,1_00015_00001.png,1
78.3621,73.2301862867356,91.6578,76.66562005984167,16.7615,17.559311425850392,0.0,0.0,1_00015_00002.png,1
77.3715,71.86028171215305,92.6498,75.4987825064749,16.5275,17.43063520787467,0.0,0.0,1_00015_00003.png,1
81.7215,70.87332035223127,101.1194,77.18097915704361,17.8706,18.42894613481737,0.0,0.0,1_00015_00004.png,1
78.433,73.23310119747762,97.7146,77.87653656166277,16.8368,18.318481535323826,0.0,0.0,1_00015_00005.png,1
75.9846,72.93070247049592,99.5929,75.25499963185172,17.2104,18.41342803065198,0.0,0.0,1_00015_00006.png,1
76.2061,71.35471268802083,101.5337,77.1141729146465,18.194,19.065963495192157,0.0,0.0,1_00015_00007.png,1
72.0997,70.98232146041717,98.1837,80.03351019610474,18.1084,19.954815194333424,0.0,0.0,1_00015_00008.png,1
76.5561,69.75745015974996,105.0507,77.82191291345902,18.7844,20.173435915579674,0.0,0.0,1_00015_00009.png,1
77.77,69.78957443630101,110.4365,76.83442046212102,18.5898,19.799801412135423,0.0,0.0,1_00015_00010.png,1
69.5841,71.31430380498712,96.5411,80.38122237680888,15.5196,18.56303897103058,0.0,0.0,1_00015_00011.png,1
73.6489,69.10717783841271,102.3147,79.11056480590945,15.8926,18.080400029866595,0.0,0.0,1_00015_00012.png,1
78.2683,70.58506722466161,103.26,80.39516527752151,16.5887,18.905108629944447,0.0,0.0,1_00015_00013.png,1
79.9485,70.19507424135969,106.3122,81.8477826893313,17.368,19.23815417341279,1.0,0.0,1_00015_00014.png,1
78.5212,73.42247033817372,95.1681,86.02412709461224,16.9493,19.9836265354915,0.0,0.0,1_00015_00015.png,1
81.512,73.05561618383626,97.9384,86.22057878163426,17.6112,20.278324254237578,0.0,0.0,1_00015_00016.png,1
83.6415,72.17780806972458,102.0804,86.89658989764789,18.9694,21.217140797949188,1.0,0.0,1_00015_00017.png,1
86.2996,72.83295984538867,105.3345,86.81209598754081,19.5992,22.116522316132798,2.0,0.0,1_00015_00018.png,1
89.8574,72.0067306940122,109.2374,86.51491455951397,20.1184,22.123692762285412,1.0,0.0,1_00015_00019.png,1
81.3966,72.15258490476971,103.7028,88.55335042876696,18.7825,22.30295482105454,1.0,0.0,1_00015_00020.png,1
83.5205,72.9623161621806,102.4793,89.98280597708653,19.5907,22.75232677134363,4.0,0.0,1_00015_00021.png,1
83.2391,71.47654532215445,101.4978,90.12239452633291,19.8404,22.8134418236267,8.0,0.0,1_00015_00022.png,1
91.7708,70.34675164753521,104.096,89.2208752703088,22.1402,23.23956419470899,9.0,0.0,1_00015_00023.png,1
91.6947,70.40541663757128,105.0111,89.66435622247002,23.0625,23.97541227487027,11.0,0.0,1_00015_00024.png,1
83.6046,72.31851255964824,103.7896,91.77351868507603,22.71,23.337636984065032,7.0,0.0,1_00015_00025.png,1
81.7911,71.38932035528845,104.5237,91.7083836860622,22.119,22.158064874893746,5.0,0.0,1_00015_00026.png,1
80.7281,72.63746258226536,102.8952,93.25892995826192,20.5628,21.081799168002718,5.0,0.0,1_00015_00027.png,1
84.4541,74.5994818560424,92.5395,93.86492017654945,17.2879,18.681204821691775,2.0,0.0,1_00015_00028.png,1
82.2893,74.05670263730353,89.1242,94.2604602914711,15.4845,16.555680588547244,1.0,0.0,1_00015_00029.png,1
79.6097,88.32876409137626,117.1157,81.69274578265808,74.4925,79.50894631266345,31.0,1.0,0_00003_00000.png,0
54.986,79.30258762486885,103.5313,81.5091591191444,73.9596,85.47645387965039,28.0,1.0,0_00003_00001.png,0
58.9453,81.35248187922726,107.2665,80.96783112909718,81.5581,88.8053851091813,26.0,1.0,0_00003_00002.png,0
57.1008,82.94465527904737,101.9931,82.63279162892901,79.0758,89.30957761830474,26.0,1.0,0_00003_00003.png,0
59.6898,83.1593048068585,105.5649,82.66645624429536,81.0607,89.57162282503315,33.0,1.0,0_00003_00004.png,0
58.8784,81.78521390471508,111.64,81.58295655343707,86.4672,91.02010944928598,33.0,1.0,0_00003_00005.png,0
61.2424,85.58448014821379,105.7716,84.22179310273559,87.2083,90.62950243221022,33.0,1.0,0_00003_00006.png,0
58.6038,81.86484242677072,106.8393,84.23881454240676,90.9748,91.98976228341934,33.0,1.0,0_00003_00007.png,0
55.2771,81.8631316014114,104.2805,86.35615565638619,91.0265,92.87743319962067,31.0,1.0,0_00003_00008.png,0
50.9882,78.46350273063265,105.6441,87.61627266204606,95.8657,94.48538756606759,30.0,1.0,0_00003_00009.png,0
49.7752,77.54523238059191,102.5265,88.37253927408672,94.8231,94.2100133021432,29.0,1.0,0_00003_00010.png,0
52.773,81.94002972296263,105.7305,87.10805628499583,98.3685,94.50869752435487,30.0,1.0,0_00003_00011.png,0
42.5545,72.91058654098184,105.4513,88.2243267376408,100.6195,95.6909500410044,31.0,1.0,0_00003_00012.png,0
48.0452,76.46970613883646,109.8848,86.44995389796341,102.04,96.7239556676628,35.0,1.0,0_00003_00013.png,0
52.6728,79.17564234131606,109.2848,87.24248442679747,102.5215,100.16227901635425,32.0,1.0,0_00003_00014.png,0
43.7132,70.63049869397781,105.8605,90.12308938196693,117.6557,107.54040709198566,28.0,1.0,0_00003_00015.png,0
42.2627,68.1944901638688,101.1237,90.50127732971508,112.2345,107.99781344893053,25.0,1.0,0_00003_00016.png,0
48.7836,71.144778944347,109.5092,87.10746188105817,112.7468,107.13581049191723,28.0,1.0,0_00003_00017.png,0
47.8295,70.28392867327494,113.6992,87.63205417745267,120.5412,107.3433011536351,35.0,1.0,0_00003_00018.png,0
44.6119,66.05824913203497,111.2417,88.49092541673411,121.0134,112.40231768268838,29.0,1.0,0_00003_00019.png,0
48.6269,68.40969007669892,114.3845,86.46748325093081,126.9985,113.62278071650069,31.0,1.0,0_00003_00020.png,0
50.2121,68.72214281867235,114.7739,85.15627738922129,131.5221,115.99489692046801,35.0,1.0,0_00003_00021.png,0
46.1558,64.2046737111871,112.7236,85.04628035981351,133.2734,117.78985037956369,33.0,1.0,0_00003_00022.png,0
48.9046,65.97290427774118,116.1123,84.5126386329879,137.143,118.50448156504463,34.0,1.0,0_00003_00023.png,0
49.2529,65.05509927430747,111.2229,82.05864010322131,133.9895,118.8848972315239,33.0,1.0,0_00003_00024.png,0
50.9639,65.92645141966918,107.3727,81.43540258824783,133.3102,118.05515311056948,39.0,1.0,0_00003_00025.png,0
46.3226,63.464673080699,99.9201,82.27958991141121,133.4233,118.66488830783098,36.0,1.0,0_00003_00026.png,0
46.9874,61.57998734361676,100.3606,79.82007872484216,135.0754,117.80604107956434,43.0,1.0,0_00003_00027.png,0
46.828,59.05885721887954,98.9645,77.21611774590846,132.1013,117.45553132275211,44.0,1.0,0_00003_00028.png,0
47.3698,58.79364462218685,92.7853,78.01777748635243,143.0129,115.18531127530976,42.0,1.0,0_00003_00029.png,0
54.1448,81.18728368999666,94.0805,74.15708745460545,17.6583,16.488788345721463,2.0,0.0,0_00020_00000.png,0
41.5119,70.07399702022141,90.8759,74.09399637750687,17.683,18.998292317995322,2.0,0.0,0_00020_00001.png,0
42.5584,72.02168832678112,93.4811,74.48831480702191,17.2264,18.844552078518607,1.0,0.0,0_00020_00002.png,0
42.9127,74.37964290523314,90.5485,72.90022254938594,16.1257,20.838442828340124,0.0,0.0,0_00020_00003.png,0
40.522,70.57204061099551,93.7406,73.6313989520775,19.2121,30.85112499715367,3.0,0.0,0_00020_00004.png,0
41.3211,73.78251008735064,92.5594,74.62032210892687,24.3078,45.932527245515246,8.0,0.0,0_00020_00005.png,0
51.386,76.53127859901467,98.4433,76.93651789046604,27.3616,51.62852937514296,7.0,0.0,0_00020_00006.png,0
42.3077,74.06390092825248,96.0805,77.76228018615451,30.5748,56.86118364016001,9.0,0.0,0_00020_00007.png,0
44.3613,72.07390625122243,108.2357,76.64322113213927,29.1579,51.57313610388649,9.0,0.0,0_00020_00008.png,0
35.4547,63.66935485702679,104.7896,78.59575772164806,23.1885,40.05782779619983,11.0,0.0,0_00020_00009.png,0
34.0986,63.90984335796795,109.2568,74.78792050699096,16.2049,22.07820907569271,3.0,0.0,0_00020_00010.png,0
28.646,57.34357927440525,109.2671,76.60242657768748,16.4311,26.42321049361716,4.0,0.0,0_00020_00011.png,0
35.1657,64.02106406105727,116.1042,75.09809812744928,20.4195,35.16265803021723,9.0,0.0,0_00020_00012.png,0
32.5309,61.446116599749416,115.9055,76.95196663991116,21.0798,36.958463603889165,11.0,0.0,0_00020_00013.png,0
28.0067,58.993252623584,111.5852,78.79604267322058,20.1527,38.27383940382778,7.0,0.0,0_00020_00014.png,0
34.5726,67.57168585465365,110.4061,79.90067823735916,22.4986,43.60990022964969,10.0,0.0,0_00020_00015.png,0
29.5799,59.50708206583482,113.9973,78.2131580535526,24.4287,46.869031527331565,14.0,0.0,0_00020_00016.png,0
39.7593,72.02636436409935,106.3618,79.96305960104328,23.3194,45.97843824707403,15.0,0.0,0_00020_00017.png,0
38.5458,69.8518582598917,105.4257,80.18656296107223,22.58,44.41195784920994,16.0,0.0,0_00020_00018.png,0
38.1417,70.09124354090174,103.2287,80.68144022208577,23.1299,46.204013093994334,17.0,0.0,0_00020_00019.png,0
38.599,71.39499421528095,106.8497,82.43770320617865,30.0185,59.27051676634851,19.0,0.0,0_00020_00020.png,0
36.8576,69.51773530718619,111.4203,84.91097837093858,35.109,67.8222125781812,17.0,0.0,0_00020_00021.png,0
44.025,75.90003145585645,113.2228,83.82215673770271,40.9004,72.21358376261352,19.0,0.0,0_00020_00022.png,0
45.3433,77.28581529045289,113.3487,85.32239277182748,40.3586,71.06386146305307,20.0,0.0,0_00020_00023.png,0
50.0109,77.96947082794651,114.685,84.00204506439114,41.377,70.01313356078272,27.0,0.0,0_00020_00024.png,0
54.1351,79.14249331421142,113.9792,82.40900295089124,38.6818,61.11861540283778,26.0,0.0,0_00020_00025.png,0
51.6532,76.23517383570395,110.1114,82.72133213409948,35.1744,57.58125549725362,28.0,0.0,0_00020_00026.png,0
49.4651,74.37027754412377,102.6012,84.65140612275735,52.4281,78.87431413578187,27.0,0.0,0_00020_00027.png,0
49.3915,76.71830438526388,104.2681,84.27628268018233,53.0487,81.04686871378807,27.0,0.0,0_00020_00028.png,0
51.8396,78.54616268055365,100.5768,82.16760737516945,49.4511,78.08449659689175,20.0,0.0,0_00020_00029.png,0
99.5979,70.37321092283626,127.2338,81.42590581356771,33.2203,64.81115465650954,11.0,0.0,1_00009_00000.png,1
103.1857,68.81920237484593,129.9624,79.78333275966855,39.8778,72.2788134044825,12.0,0.0,1_00009_00001.png,1
106.1169,68.55677817976863,131.4054,82.35941992777754,42.5606,75.97466503802436,15.0,0.0,1_00009_00002.png,1
106.1729,68.4169540800378,133.9103,79.67953848956456,45.5261,78.02067366275429,14.0,0.0,1_00009_00003.png,1
103.1892,69.32997910976175,130.5565,80.85479087691712,45.0061,76.8422882454056,14.0,0.0,1_00009_00004.png,1
104.2526,68.26247426837091,134.3369,79.17148728165968,46.2701,77.95041209634493,12.0,0.0,1_00009_00005.png,1
107.8231,67.0951027004952,138.4697,78.38182111886658,43.7488,74.81029674155823,13.0,0.0,1_00009_00006.png,1
100.8942,69.96626763205252,129.1301,80.98737045978218,44.6188,76.87121364047793,16.0,0.0,1_00009_00007.png,1
101.3404,70.20048096587372,131.022,79.71199982436772,42.153,73.8872437637242,14.0,0.0,1_00009_00008.png,1
104.7059,69.98607865275778,132.4189,79.71468009588949,40.8619,72.49318056472623,16.0,1.0,1_00009_00009.png,1
105.8803,70.08036509543882,131.6274,80.3860483494493,39.3363,71.79604865387788,11.0,0.0,1_00009_00010.png,1
107.2192,71.11015364460971,134.7069,79.55768719859823,36.7055,69.29640661498978,6.0,0.0,1_00009_00011.png,1
106.478,71.01498937548325,134.6196,79.11064969926615,36.1991,71.03414995049916,5.0,0.0,1_00009_00012.png,1
106.4102,71.02493038335201,133.5191,80.92852794404456,36.8512,72.88840825920127,7.0,0.0,1_00009_00013.png,1
108.431,70.19951309660203,135.0287,79.79232216391499,39.6531,76.16458862483273,5.0,0.0,1_00009_00014.png,1
109.3844,70.39355394238878,132.9525,79.95062628741566,33.4468,67.48186993378296,8.0,0.0,1_00009_00015.png,1
108.3615,69.58808531458529,128.7985,81.10853652822249,34.5099,67.90849801011652,8.0,0.0,1_00009_00016.png,1
113.6157,68.66227503884502,132.3191,77.69309412804976,32.8609,64.09588716282816,8.0,0.0,1_00009_00017.png,1
111.1129,69.81033701100432,127.947,79.79244946108624,31.2054,62.7909867006404,7.0,0.0,1_00009_00018.png,1
114.5269,68.18521010006496,130.3571,78.78959689952728,26.5714,55.699130173100556,10.0,0.0,1_00009_00019.png,1
119.9855,65.92543128224494,133.9086,78.78984481543291,28.8296,60.54158871255362,7.0,0.0,1_00009_00020.png,1
121.7631,64.8833181826423,133.7644,79.03289626883226,38.196,73.5731430890376,7.0,0.0,1_00009_00021.png,1
117.3886,68.22938948898782,128.085,83.47081870330493,44.5749,81.5039029126213,6.0,1.0,1_00009_00022.png,1
115.5203,69.04882756361617,128.0549,83.70143538787134,43.103,80.17943870469536,5.0,1.0,1_00009_00023.png,1
122.2732,64.10035383490484,131.7653,82.5261474679995,43.6658,79.49986484491656,5.0,1.0,1_00009_00024.png,1
